111.071, 129.494, 3.110, 31.300 False
110.918, 129.493, 3.036, 31.350 False
110.769, 129.493, 2.948, 31.400 False
110.625, 129.493, 2.858, 31.450 False
110.485, 129.493, 2.771, 31.500 False
110.349, 129.493, 2.684, 31.550 False
110.218, 129.493, 2.611, 31.600 False
110.089, 129.492, 2.542, 31.650 False
109.965, 129.492, 2.460, 31.700 False
109.844, 129.492, 2.384, 31.750 False
109.728, 129.492, 2.312, 31.800 False
109.615, 129.494, 2.234, 31.850 False
109.506, 129.494, 2.138, 31.900 False
109.402, 129.493, 2.058, 31.950 False
109.301, 129.493, 1.991, 32.000 False
109.204, 129.492, 1.918, 32.050 False
109.111, 129.492, 1.820, 32.100 False
109.023, 129.492, 1.737, 32.150 False
108.939, 129.492, 1.669, 32.200 False
108.857, 129.492, 1.599, 32.250 False
108.781, 129.492, 1.496, 32.300 False
108.709, 129.492, 1.409, 32.350 False
108.641, 129.492, 1.327, 32.400 False
108.577, 129.492, 1.260, 32.450 False
108.524, 129.492, 0.909, 32.500 False
108.490, 129.492, 0.727, 32.550 False
108.454, 129.492, 0.721, 32.600 False
108.416, 129.493, 0.739, 32.650 False
108.371, 129.493, 0.927, 32.700 False
108.336, 129.493, 0.507, 32.750 False
108.319, 129.493, 0.433, 32.800 False
108.295, 129.493, 0.490, 32.850 False
108.285, 129.493, 0.028, 32.900 False
108.276, 129.493, 0.301, 32.950 False
108.269, 129.493, 0.013, 33.000 False
108.265, 129.493, 0.091, 33.050 False
108.263, 129.493, -0.003, 33.100 False
108.260, 129.493, 0.103, 33.150 False
108.259, 129.493, -0.003, 33.200 False
108.256, 129.494, 0.024, 33.250 False
